feature,target
4.967141530112327,8.341000115028748
-1.3826430117118464,-2.559834143106411
6.476885381006925,17.478640869883463
15.230298564080254,37.06436006409254
-2.3415337472333597,-3.660262926413445
-2.3413695694918055,-0.8331696396568216
15.792128155073915,51.911249893737434
7.674347291529088,23.058757292981916
-4.694743859349521,-7.449107694759982
5.425600435859646,16.19177151081828
-4.634176928124623,-18.179298396806765
-4.657297535702568,-8.775813216502506
2.419622715660341,9.350207838855985
-19.13280244657798,-32.515795554018524
-17.249178325130327,-41.08475063673143
-5.622875292409727,-9.549451519356255
-10.128311203344238,-22.49433685688681
3.142473325952739,5.012793126784186
-9.08024075521211,-13.98648781545517
-14.123037013352915,-28.547927369948418
14.65648768921554,43.596378958254085
-2.2577630048653567,-7.191344786137087
0.6752820468792384,11.702176671878593
-14.247481862134567,-39.62795996929782
-5.443827245251827,-7.675282644128214
1.1092258970986608,16.725342871796542
-11.509935774223027,-30.727521061211007
3.7569801834567196,9.560961810627939
-6.006386899188049,-11.517710422531918
-2.916937497932768,-6.809722015412916
-6.017066122293969,-19.795982461065584
18.522781845089376,49.649769486753584
-0.13497224737933922,-2.6489491870788724
-10.577109289559004,-21.0748110707216
8.22544912103189,18.966501631410708
-12.208436499710222,-19.77141922418786
2.088635950047554,4.305323413437698
-19.596701238797756,-47.60206067802277
-13.281860488984305,-26.137065135612414
1.9686123586912352,1.767209314558312
7.384665799954105,22.59896417290591
1.713682811899705,13.819920801161402
-1.1564828238824052,-7.928623232512151
-3.011036955892888,-3.6044230970706983
-14.785219903674275,-32.66363578794357
-7.198442083947087,-11.086990850981167
-4.606387709597875,-14.700722828385098
10.571222262189156,22.825772590051507
3.436182895684614,14.200165067296023
-17.63040155362734,-39.59108051790242
3.24083969394795,12.354563486599258
-3.8508228041631654,-4.894815962923035
-6.769220003059587,-17.32317361554142
6.116762888408679,19.453175706826713
10.30999522495951,30.240350428892178
9.312801191161986,22.710245887773127
-8.392175232226386,-8.651565524842182
-3.092123758512146,-2.3611447917214274
3.3126343140356393,5.325068299075856
9.755451271223592,30.67139622122813
-4.791742378452899,-13.852764297268855
-1.8565897666381712,2.2939486021168323
-11.063349740060282,-18.865396455113686
-11.962066240806708,-31.008577193775324
8.12525822394198,28.13002620607656
13.562400285708229,38.96990534895307
-0.7201012158033384,5.310047760464103
10.03532897892024,37.57228736057034
3.6163602504763412,10.8139600461765
-6.451197546051243,-16.896674686915556
3.6139560550841394,7.587317989582733
15.380365664659692,37.37186273682204
-0.35826039109951535,1.7188404751806905
15.646436558140062,43.821851269433374
-26.197451040897445,-61.11017360559351
8.219025043752238,27.683478854560715
0.8704706823817122,5.241186165343816
-2.9900735046586746,2.7924866241398973
0.917607765355023,3.9707352471977773
-19.875689146008927,-33.08837703207422
-2.1967188783751195,0.6365395428872325
3.5711257151174642,7.642026505712248
14.778940447415161,34.592888628232345
-5.182702182736474,-7.544393380625259
-8.084936028931876,-18.329653998958946
-5.017570435845365,-5.973923619152952
9.154021177020741,28.251241065419578
3.2875110965968446,10.854633178207747
-5.297602037670388,-14.477973684517995
5.132674331133561,8.25744970440458
0.9707754934804038,3.1943639733659035
9.686449905328892,31.49811873493959
-7.020530938773524,-13.48085862628279
-3.2766214659776822,-11.420247558504146
-3.921081531321576,-5.93679919904803
-14.635149481321186,-31.661286804658776
2.9612027706457607,5.983719745608737
2.6105527217988933,10.295007334224874
0.051134566424608896,3.418880008291522
-2.345871333751469,-8.579529823531788
