feature,target
3.745401188473625,12.537597107660405
9.50714306409916,26.169842959316167
7.319939418114051,21.48337009835613
5.986584841970366,13.991324275724132
1.5601864044243652,6.461122235385889
1.5599452033620265,7.614088151428559
0.5808361216819946,7.407878393688019
8.661761457749352,23.617863207826083
6.011150117432088,16.410888087793843
7.080725777960454,19.698300357732062
0.20584494295802447,5.345416592799209
9.699098521619943,27.905248523369227
8.324426408004218,22.751545612476466
2.1233911067827616,9.335012633183617
1.8182496720710062,7.739779278873597
1.8340450985343382,9.522402727401623
3.0424224295953772,9.201949886233738
5.247564316322379,15.463586497610413
4.319450186421157,13.014409159788578
2.9122914019804194,7.353698608686811
6.118528947223795,18.888562922188637
1.3949386065204183,7.009457060660825
2.9214464853521815,10.313843126665377
3.663618432936917,11.689871815592
4.56069984217036,11.57100812132507
7.851759613930136,21.78810838929462
1.9967378215835974,7.306415520905455
5.142344384136116,14.251306421897052
5.924145688620425,17.487792798219044
0.46450412719997725,4.96936203162902
6.075448519014383,21.96099309995702
1.7052412368729153,7.612258717845966
0.6505159298527952,5.1413906060775165
9.488855372533333,26.573246599801
9.656320330745594,23.3032583962659
8.08397348116461,23.156905952013094
3.0461376917337066,10.735804649216318
0.9767211400638387,10.36828707513017
6.842330265121569,19.721103733241677
4.4015249373960135,14.606907028157257
1.2203823484477883,5.981532331708984
4.951769101112702,13.04206667754269
0.34388521115218396,6.145358656910501
9.093204020787821,27.2368761173431
2.587799816000169,11.051563434086518
6.62522284353982,17.74428219926007
3.1171107608941098,13.598365524107473
5.200680211778108,13.197998403860709
5.4671027934327965,17.841471171182533
1.8485445552552704,12.002272639758132
9.695846277645586,25.258543043852587
7.7513282336111455,21.24572512482232
9.394989415641891,26.68677626928001
8.948273504276488,24.36373245245882
5.978999788110851,14.846172608144865
9.218742350231167,26.183981825189974
0.884925020519195,3.0877051238457778
1.959828624191452,8.846756421748992
0.45227288910538066,2.291833754295845
3.2533033076326436,14.233127079116688
3.8867728968948203,11.150425657564575
2.713490317738959,9.139602761936047
8.287375091519294,25.345472163537575
3.567533266935893,9.457104534471823
2.8093450968738076,10.478282611392778
5.426960831582485,19.18168758752107
1.4092422497476265,3.308139155246611
8.021969807540398,23.424192235915605
0.7455064367977082,5.383531680491117
9.868869366005173,29.23581915856755
7.722447692966574,19.83221781066027
1.987156815341724,5.326978812185757
0.05522117123602399,4.1819360593238555
8.154614284548341,23.980505057837227
7.068573438476172,21.172419296882182
7.2900716804098735,21.918075620018634
7.712703466859457,20.921709223991662
0.7404465173409036,5.315623687674266
3.5846572854427263,12.54778816020418
1.1586905952512971,4.468023652075507
8.631034258755935,28.30913466917935
6.232981268275579,19.530119012512525
3.308980248526492,8.889843626910933
0.6355835028602363,5.90206597441825
3.109823217156622,8.825194702436914
3.2518332202674705,12.70375225815358
7.29606178338064,23.557345616466407
6.3755747135521315,17.297572147176908
8.872127425763265,27.10707082289681
4.722149251619493,15.630934982921728
1.195942459383017,7.633976468446523
7.13244787222995,24.624705645882766
7.607850486168974,21.528849983416695
5.612771975694963,15.524457610522429
7.70967179954561,20.49515063961298
4.937955963643907,13.713269339178893
5.227328293819941,15.914117315721642
4.275410183585496,14.370829408597029
0.2541912674409519,4.188859767262418
1.0789142699330445,7.351652172904659
