feature,target
0.0,2.9934283060224653
0.10101010101010101,1.7749967522132883
0.20202020202020202,3.4004683934139144
0.30303030303030304,5.206757600786666
0.40404040404040403,1.7500383173832432
0.5050505050505051,1.8097589398920684
0.6060606060606061,5.498186879866941
0.7070707070707071,3.938399710320918
0.8080808080808081,1.5303910914093528
0.9090909090909091,3.622310169816557
1.0101010101010102,1.6802455244862888
1.1111111111111112,1.7475528385384984
1.2121212121212122,3.2369089324800937
1.3131313131313131,-0.9975634481973428
1.4141414141414141,-0.5427853640363707
1.5151515151515151,1.8625691104804052
1.6161616161616161,1.043616404367373
1.7171717171717171,3.781948394401853
1.8181818181818181,1.4236212704451814
1.9191919191919191,0.5033183191945327
2.0202020202020203,6.349520168186951
2.121212121212121,3.059007545950712
2.2222222222222223,3.739994680980786
2.323232323232323,0.8518606319603936
2.4242424242424243,2.7110508962205255
2.525252525252525,4.12216147367542
2.6262626262626263,1.7008696964970942
2.727272727272727,4.85883405322027
2.8282828282828283,3.012782409979756
2.929292929292929,3.7393346716204654
3.0303030303030303,3.2300119362390944
3.131313131313131,8.250725127307845
3.2323232323232323,4.633958514507398
3.3333333333333335,2.662355919865978
3.4343434343434343,6.541733023879881
3.5353535353535355,2.575861929728397
3.6363636363636362,5.558223057778106
3.7373737373737375,1.3461428662084116
3.8383838383838382,2.736138870471683
3.9393939393939394,5.915301902408586
4.040404040404041,7.129621661164171
4.141414141414141,6.1285747421575145
4.242424242424242,5.689731901706531
4.343434343434343,5.456051970111087
4.444444444444445,3.240486883462677
4.545454545454545,4.899154558417193
4.646464646464646,5.560918152397331
4.747474747474747,8.741833473966246
4.848484848484849,7.462259535978062
4.94949494949495,3.398417189529609
5.05050505050505,7.7241805905598175
5.151515151515151,6.45940385055396
5.252525252525253,6.031320778492256
5.353535353535354,8.766154332604703
5.454545454545454,9.764478383834877
5.555555555555555,9.726757769096595
5.656565656565657,6.349521284541356
5.757575757575758,7.575330987507856
5.858585858585858,9.024122618342277
5.959595959595959,10.482566634205947
6.0606060606060606,7.745049136797941
6.161616161616162,8.506041499789394
6.262626262626262,6.840691953834693
6.363636363636363,6.8389917105163445
6.4646464646464645,11.036540268398232
6.565656565656566,12.306092953784846
6.666666666666667,9.63375753461711
6.767676767676767,11.971049062797618
6.8686868686868685,10.875501414445843
6.96969696969697,9.052276560578548
7.070707070707071,11.257634594345062
7.171717171717171,13.805284437900818
7.2727272727272725,10.85396775649084
7.373737373737374,14.253356284181834
7.474747474747475,6.085068510318625
7.575757575757575,13.170894081294065
7.6767676767676765,11.90575417116668
7.777777777777778,11.340256904006537
7.878787878787879,12.330445336358425
7.979797979797979,8.382478740535994
8.080808080808081,12.131006188614336
8.181818181818182,13.49934910996564
8.282828282828282,15.957726667179184
8.383838383838384,12.184253360004078
8.484848484848484,11.824702417721431
8.585858585858587,12.66111197139638
8.686868686868687,15.720407337128462
8.787878787878787,14.774122972303758
8.88888888888889,13.286158604811604
8.98989898989899,15.603312746034893
9.09090909090909,15.004072454067979
9.191919191919192,16.98238742010261
9.292929292929292,13.878211943048273
9.393939393939394,14.866255137474806
9.494949494949495,14.978665032374598
9.595959595959595,13.079193958444463
9.696969696969697,16.84384753300886
9.797979797979798,17.021141255511704
9.8989898989899,16.758721964810277
10.0,16.530825733249706
