feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
2.3919199321195173,0.443436460384149,1.5565454999516526,-0.7673808064423085,1.148846332424542,1.4921409517333855,1.6116318277257637,-0.8348540039799519,-1.688854263073747,-0.07777270026441621,0
1.6078543368082463,1.475930890153367,0.446661836219162,0.9025329600753249,1.905525542119849,-0.8137872628111904,1.2594742220645654,1.435685577550726,1.170518267293336,-1.1314056101350374,1
-0.8959958531697858,1.6594610253656557,-0.6885022850590055,-1.3599691901191746,1.4544818264575403,1.2071641668050574,0.060198285304975396,-1.9519322259476164,-1.82953158268302,1.2277999878516854,0
1.5873276541102175,-0.04779651245846118,1.732549807430638,0.9572338077486858,0.8397597169128039,1.6226675414718734,-1.0827220706922982,-2.3490584197369495,-2.619969767760415,-0.5828867213760348,0
0.5925337195872442,0.4363045759430171,0.5261215940328884,-0.11723958943602521,1.580351497107264,-0.288508434115453,1.9252464185255223,-0.27545507449527373,-0.5263784632361697,0.7333482326890381,1
-1.1212013268388503,-0.782527060367952,2.045562270208257,0.6037041551226275,-0.5445853544559143,-2.4302301118862135,-1.0360112466182372,4.726650758866006,4.370282431987154,0.1077481346260674,1
2.0877459858751446,-1.603398609603271,1.7785310865145325,-0.42632681486826046,-1.1588291097055468,-0.983867765077298,0.560622071985556,2.7269388042015184,2.0904785999949933,-0.23399757054656292,1
-3.0711509878990277,-1.6997519388284092,5.104680512282947,0.7779723634666434,0.40418878587675267,2.932285707460853,3.7617848195742107,-0.4833502168446764,-2.891083301970669,-0.1707466394983074,0
1.0858213192287456,-0.14449452195436804,0.35330410193729156,-0.154373534723929,0.6821736323792982,0.7978458657361711,0.0345783220956718,-2.2129350727781008,-2.1460423218550417,-0.8609115305933583,0
-0.07633080004076884,-0.4338722393998141,0.19146324409693294,-0.9348866927133695,-1.2932217422899845,-2.440461942626392,0.14058606016216602,5.1865120760651235,4.956191285039054,-0.2230698117907077,1
-1.6808950827464908,0.6558555366230239,-0.17771308474075043,-0.4998395974016641,1.3347737757993914,0.014883127661077022,1.156776569065086,-0.9556475121945402,-0.9217729289936888,0.2797480006999844,1
0.8900101268264297,2.601612421718973,0.2046014702926242,-1.3146373957920054,1.960548655057679,0.9808679320574624,1.1894160830742182,0.7301850315147476,0.11539934635351877,-1.7725785653614543,0
-0.8605072511002159,-3.2874957324463865,2.033470181269397,-0.8878557074772063,-1.9143210322700872,-2.4755422400319373,-0.8979423767994883,2.606940833946531,2.5902829533353775,0.7119574667172651,1
1.0725207141772715,-0.04212729464438941,2.079416190402524,-0.06937836694032916,1.5378679898437797,-0.08146443044829166,0.44439547704732774,-0.2543660269873973,-0.67065985607011,1.8920117699896957,1
0.6276112125924505,-2.8329655557395994,3.1699504639585165,-0.9068077260268592,-0.1301615386794599,1.4274922957181038,1.1569193109561633,-2.9620214025632334,-3.717171788697667,1.5723062561857772,0
-1.334160759004991,-4.228506823075572,4.022248545834543,-0.28372750445327777,-0.8465289861445227,0.9939367258257711,2.8567940046220768,-1.9784532120456544,-3.2120546080562344,0.5867973779847261,0
-1.1262382070860628,-2.4537150308083278,4.512251968924117,0.215220732950218,0.009729658896811877,1.5856703011584823,3.2594943818844815,-0.2538572776545268,-2.1077618798697584,0.7665513543377717,0
-0.4649261744158378,-2.793782950771538,2.3965352590220514,-0.377854888784894,-0.19328739327846778,-1.7087201666786211,2.250044227468634,1.0891246375946955,0.5712432646696523,-0.2981305792658438,1
-0.008734975897599313,0.14632595050962854,1.016987290187884,-1.2847961599318027,1.8784872126068992,-1.1940034684573229,1.358239690553379,0.1638351141146689,0.09249438384531006,-0.015238046500086614,1
-0.11149078712511214,0.4398422875857015,0.4003365645272111,1.4418053290159079,0.7865599202621858,1.2543639525176866,0.6341567787111223,-1.5976004182632697,-1.8686140347541238,-0.3615773114433937,0
-0.42410381558409904,2.9685009611938478,0.8554749228818946,0.4919155381513867,2.2895954267254055,2.081496807374506,0.6305945364205184,-0.17787010327834574,-1.0122109790001772,0.04112506864187696,0
-1.8719709055230525,-1.8210731438129109,1.071552330202357,-1.173245689947668,0.055351436007177734,0.34781217577049905,-0.5059626254792571,-3.043226725927533,-2.777300265711487,0.3548738029360466,0
0.20222587459196467,2.084291499745365,0.9786734315249611,0.5772483723755298,1.6511577497008194,1.8916904123328002,1.771969060849171,0.2232225887405368,-0.8266949668559911,-0.6608943369861829,0
